"","Species","ISPM","ISNSL","ISPNS","PMZS","PMZI","PMMT","NSLNA","NSLZS","NSLZI","NABR","NAFM","NAPNS","BRPT","BRAPET","PTFM","PTAPET","PTBA","PTEAM","PTZYGO","PTTSP","FMZS","FMMT","ZSZI","ZIMT","ZIZYGO","ZITSP","MTPNS","PNSAPET","APETBA","APETTS","BAEAM","EAMZYGO","ZYGOTSP","LDAS","BRLD","OPILD","PTAS","JPAS","BAOPI"
"1","Cercocebus_agilis",17.0759518336795,33.2920918112067,59.4215723380562,38.2216573465511,39.5934209635815,43.8496482672255,28.4188285765526,23.7557700386563,43.519197642368,54.6917472557141,31.7625802655684,39.6814120302279,44.7793630408881,54.3273780630246,21.4355868878513,33.0337158819651,48.9595181428694,34.8817781144796,29.4935753687584,5.02809969867455,17.0221116073501,41.5076868109291,25.9234126055458,20.4791171749269,25.4361294503159,34.4261879587737,20.9915018210873,18.4781570900961,19.8983235751337,14.4722984637731,34.2112090092006,27.6203160628721,27.4197503497013,33.1081745611433,38.35839679158,36.858097786913,50.6511635199144,27.3677017703382,16.3844784076597
"2","Cercocebus_torquatus",17.6980592492024,34.1887989967703,65.5518322058089,42.9096494973046,44.872170679228,48.5142867508469,32.633275914436,29.4487680802751,48.0035795103672,57.2309968218388,32.9081301036524,40.6604204006298,42.1467901210665,53.6135811643462,24.3064450364649,35.0536375568161,51.0156361617625,36.5805448919141,32.2169405545775,7.66714765068918,16.9780667540299,42.3562052367148,25.8683447706313,21.780399806472,26.3876863130261,35.0400810185099,22.0092720714667,18.789001515044,21.5919871445425,15.8267642032367,37.8373967119869,31.0301384531343,30.0741967797718,33.5097902711049,37.4189092829747,36.4562531571432,50.3880195053251,28.3484070651122,16.962600453196
"3","Cercopithecus_ascanius",11.0019394629412,22.366828882101,37.6728496839948,22.5204297983521,26.4932627161362,30.9710022112404,15.5558459588584,18.4495309821766,32.4148343693076,45.3844447638615,25.989122468644,29.8160314449804,36.5680416900544,44.0358811394479,17.0019322958435,26.5534888875853,40.7160533967631,25.5377359980481,21.8089516433002,3.873995015,14.4538094410268,30.8264144485597,16.7590114834648,13.4232008270422,20.461350034281,25.4963594280042,15.1793823996031,15.1079308154582,18.7610360482586,12.1993229455616,28.5983305886221,19.013040648746,19.7658185377032,29.96288457544,32.6306725513079,30.1553596340631,39.7571770856793,19.9178305937391,14.1015333412959
"4","Cercopithecus_campbelli",11.2484096128513,24.3069172201377,41.1792321625842,24.9893492427575,26.9225456265059,31.8672715631873,18.9339380004751,18.7378595340212,31.4217465204852,44.6061867334723,26.6040400199469,31.3896264321214,36.7210433600612,43.9109624703288,16.9296436027432,26.5760663123094,40.5864027899136,26.0887627772963,22.463802280459,4.86726655865029,14.7586930795593,31.4534549939901,15.7211652364902,13.7832206627508,24.0486372385998,27.3257533896647,16.4642045819154,14.8316999496714,18.8845174174002,12.8204916787697,28.6185235094031,18.0591857804981,18.8368488477803,27.5014288479716,33.2065307889015,27.3932410378276,40.3562366749396,19.886632339034,13.3133063431249
"5","Cercopithecus_cephus",11.6590097901856,22.6629556072642,38.7845057432977,23.2855481921397,27.1331127584789,31.799967976368,16.6814477016919,19.59735847904,33.6046427185882,45.8097129616724,26.5115357408901,30.4869913067511,37.1120047880994,44.3713938536393,18.3257012622982,26.7403722296543,40.5580615047727,25.4525037440727,22.2410786974191,3.98948128006778,13.9952270707883,31.1572045269065,16.965195065382,13.5747648925915,21.2322139535286,26.4955529647254,15.8529919632151,15.4540150568183,18.8831043395897,12.7123914516775,28.9479228450958,19.4494819711289,20.5904563767134,29.7194132202255,33.2365631661767,29.6896251406086,39.0453807876727,20.2177589554984,13.9995868755941
"6","Cercopithecus_diana",12.6340668361534,29.1867134621165,46.6246052311209,28.9245292293864,32.9703887793813,36.006857802381,18.1192751472282,19.8032133210605,35.3459354738468,47.69517873951,28.108094028798,31.1070412605163,38.1040014381731,44.5486362416862,18.3183155548741,27.6037442253359,42.8394963770218,27.2047466544865,24.0412146602456,4.14159554534058,16.4937120140453,32.6203999854336,17.921085990893,13.7482302547742,22.9562073396813,27.6340027543849,17.7183774295207,17.9366657968965,19.8006949777728,13.6685701509233,29.8425138528975,20.2444159991246,21.354994653797,29.5240591648887,33.543096783924,29.654845510357,41.2127213431591,20.5160908312747,13.7224553670032
"7","Cercopithecus_hamlyni",11.0945304776545,25.7628849398216,42.1931530244968,29.6760908043768,32.525223194878,35.7203189962361,23.6909351399371,20.0813425363165,34.5601400179532,45.080694262623,27.5759352277892,31.4957465267996,35.9164347402484,44.470841214519,18.5265301432575,28.30350467777,40.639236045864,25.3242472858469,24.7813439739985,3.13262274055472,17.5347762603666,33.8958069985968,17.832584906994,14.675364861306,21.8479130506845,29.0364678453431,15.9211587393182,16.3506248724209,17.9915645104564,14.8621308197628,30.3661199225815,19.7631585836366,22.3796108584692,28.5759936603263,32.3548602385187,30.4498107354681,39.8936118635992,21.7700714098846,14.5394661916079
"8","Cercopithecus_lhoesti",12.5156525888272,28.1088074805625,46.0504126389714,32.0491063142806,34.1379155868663,37.7509719311328,22.3706051998327,23.8383904590629,37.7217090735303,47.3567146080172,28.7533117521844,32.9388794697903,36.8777234872321,46.3250349714135,20.2061964428842,29.792536944131,43.602747606188,28.6869030470539,26.9997162353449,6.55212618839071,14.2927510875334,34.5744106416267,18.5949111762719,14.8887440793112,25.4494153906756,27.24217813909,17.8800887569183,17.6084670661027,19.7802056667889,12.8192500172356,31.4120780157688,21.4134665440335,24.8835918291341,31.5228079588024,32.401521578854,34.3813500958213,41.8766729200594,22.2488806206732,14.4717403548924
"9","Cercopithecus_mitis",12.2455307361714,27.9635592338946,47.9165448066856,30.2877248975013,32.9243153313826,36.9114115754388,21.1949171782079,20.7128630757787,36.6902743850104,48.3022977183193,28.2818070560115,34.0406148365448,37.2648251531279,45.5594435370232,19.3046630462084,27.9360118327731,44.0926625715,29.3199848107084,26.0381735081249,4.30105667610436,17.2281735860101,35.3746002490039,19.556063021092,14.9463078972027,25.599198162313,29.7214952828744,18.2521872683591,16.4552973057965,21.9335091917896,13.3598018622563,30.8096868938011,23.0023385865513,24.0611503776973,30.210888590455,35.0039648322511,29.9089670402025,43.0060173108879,20.031253886527,14.2284067449268
"10","Cercopithecus_mona",12.0635849413642,25.067786821869,42.1036174892762,25.3119689729839,28.8590701370677,33.6497138583449,16.6089561540027,19.2441887482644,33.2910631996457,46.9649434395361,26.8831396104057,30.4439814420981,37.148616903922,45.2302438077914,17.5856736376477,27.7263080903025,41.9075159388327,27.2420584869949,23.9494818978435,4.21916207749411,14.9346406671355,32.1283186286045,16.789976796985,14.378870625211,22.88059029047,27.226386626827,16.589055510363,15.5699265752025,19.2961923210097,12.925868657355,29.5109941754136,20.0274471177784,21.43659188822,29.1321797331773,33.0584960728535,28.9691453476594,40.5177786184253,19.811606292145,13.8869776391176
"11","Cercopithecus_neglectus",12.0099098503201,26.9488636570136,45.8289267748397,30.1630249382512,33.2855416207599,36.3446073005079,22.3587898521924,21.1242136290158,35.6999379091032,48.5528125576109,27.4547094994184,33.712822977868,38.6273236408671,44.8471589907682,19.6526928468706,26.795896555586,42.1523332842445,26.3338687825244,24.6213029733571,4.77714893082889,14.9560171636038,34.5325663494371,17.9088499082961,15.3246232013855,25.226130527569,28.6916262711853,17.8243737084125,16.1896282935474,21.2771046220765,14.1914012283987,30.7848499495264,18.9603841328785,21.599769699044,28.1604332062758,32.9922505088361,26.9234615014778,41.2129010950087,21.531218353079,13.8716436887021
"12","Cercopithecus_nictitans",12.5666394945413,26.5308562465556,46.1933564212321,27.5541096585471,31.0625465305649,35.4857590923065,18.7614501312732,20.4375782805446,35.2795859862679,47.1048314548554,27.682647341032,31.8224585868475,36.7336478064242,45.467572279859,20.303057365664,27.8930848768271,43.3476827061995,27.1542207536255,23.8228798685967,4.67353852837315,15.4905342258314,32.2051557166124,17.7621461744397,13.9312029137743,23.4598610211103,27.7408485062589,17.3409057664685,15.2714631655958,21.9188636561304,13.3138531942169,30.6894411250239,22.1458913145259,22.3730697808504,30.2559212988956,35.5045964426356,30.3628812298306,41.3019373335823,20.2248621043416,14.3218810856502
"13","Cercopithecus_petaurista",10.9490638309953,21.8350286913862,39.6373239765524,22.9174903863633,26.5467180445205,31.301134944967,17.4615223791779,18.4016050112837,32.0341482820444,44.5896765669656,25.8952198690784,30.8243939056679,36.1949785196636,43.4772576396385,17.1529984101849,25.1224683596267,39.1779823299498,24.5504236450262,20.81420824661,4.82698741380149,14.406710576283,30.0510561707727,16.2578656478011,13.4693341474102,21.184666150056,26.8629807530754,15.3138114978106,14.0006876541221,18.708276485263,12.5014607541977,28.1641641925246,18.4242799107137,17.8846118312364,28.6937765292195,33.4875986565293,29.3548316987831,38.5177840651555,19.7181250164876,13.222856046596
"14","Cercopithecus_pogonias",11.5300616088456,23.7136295159099,39.3271598946479,22.9004265477283,27.0345639037802,31.5018944869423,14.8436228287584,18.7583086880932,33.55992129277,46.8738263998889,26.2442170057698,30.2273730487139,37.653209054817,44.4778495368894,16.9085959261875,27.1087576639174,40.5557574463051,26.1065973975182,23.4484207773456,4.10422873035698,13.9617452245958,30.7781407645339,17.3007315135509,13.9583201361975,20.3408450607449,25.6190954598043,15.6714397429742,14.1087466842975,18.1689508627302,12.5931599204099,28.5196340170999,19.3625489374431,21.1892052892901,30.094288557074,31.9867514932955,29.0778629559365,39.2182087019997,19.51379168142,13.9176973579731
