Char.\Node,ISPM,ISNSL,ISPNS,PMZS,PMZI,PMMT,NSLNA,NSLZS,NSLZI,NABR,NAFM,NAPNS,BRPT,BRAPET,PTFM,PTAPET,PTBA,PTEAM,PTZYGO,PTTSP,FMZS,FMMT,ZSZI,ZIMT,ZIZYGO,ZITSP,MTPNS,PNSAPET,APETBA,APETTS,BAEAM,EAMZYGO,ZYGOTSP,LDAS,BRLD,OPILD,PTAS,JPAS,BAOPI
91,2.18883265,4.08350171,9.01583781,7.17128017,5.77737421,5.50347545,5.11926414,4.26384007,3.99390328,2.86195005,2.02123202,3.31662406,1.38627403,2.39005795,2.25841993,1.14242751,2.80457971,2.91780078,3.47388578,0.34409216,1.34733827,5.7174403,2.05069049,2.15141908,4.12384115,2.96966508,2.61297177,2.2397198,2.19137969,0.65621488,3.47102719,3.05457389,3.49374409,1.27467756,0.46802653,2.20284936,2.88474907,3.20745842,0.30418003
92,2.15289454,3.93040271,8.8452949,6.99760618,5.62820319,5.44333977,5.08035926,4.20224762,3.89276627,2.78750915,1.98732542,3.27164506,1.42940816,2.32391554,2.23530422,1.05740371,2.69433217,2.82906266,3.33766919,0.31520364,1.31791666,5.62028234,1.98260771,2.08216634,4.04498739,2.87241834,2.50540675,2.2297095,2.12472455,0.61151114,3.4102221,3.09219102,3.41674766,1.27151783,0.49496255,2.18756283,2.82780124,3.14207011,0.31451126
93,2.69205904,5.8254245,11.8607318,10.66886072,8.19284368,6.68673922,7.60667335,5.93977496,5.15102341,2.86350459,2.31615159,4.2582979,0.78525456,2.49914884,3.03766173,1.55488031,3.1317895,3.29350252,4.57846977,0.36793296,1.90641319,7.39914034,3.13582033,3.34168711,4.88556997,4.42549684,3.81421104,2.79447361,2.65593338,0.74736832,3.89472496,3.32956562,4.23535322,1.96795296,-0.25859049,2.0433793,2.76823298,3.38282491,0.54155238
94,1.60641297,4.35189627,8.25478483,7.05551465,5.94509037,4.75751941,4.25400828,4.1057715,4.14223941,3.17463532,2.05049067,3.36171702,1.08625782,2.56903352,2.56836258,1.50871037,3.1726266,3.0009447,3.56390956,0.73709864,0.82669974,5.04637302,2.22993734,2.08668235,4.03568977,3.91816977,2.79722505,2.00459948,2.62907306,0.89042347,3.34301998,2.38594481,3.09395766,1.41672235,1.17448778,1.8193822,2.84056474,1.43432346,0.69047135
95,1.45615254,4.36376955,7.71878634,6.48953797,5.62993578,4.44689437,3.7643482,3.67087362,3.9950934,3.43227152,2.21070024,3.45458437,1.27866659,2.47224826,2.55407343,1.34991135,3.27604094,3.04734332,3.27035357,0.66306485,0.79476177,4.70826827,1.98648815,1.74491576,4.09043047,3.8666717,2.62477971,2.1333903,2.78577002,0.95659589,3.21665533,2.27944289,2.82141068,1.12693712,1.35052461,1.52125982,2.98370307,0.73970676,0.70857973
96,1.4560824,4.36354308,7.71841935,6.48912039,5.62960651,4.44667348,3.76413781,3.67061526,3.99484888,3.43210712,2.2105452,3.45434871,1.27867427,2.47212829,2.55404743,1.34979407,3.2758977,3.04718342,3.27009732,0.66296167,0.79467116,4.70798596,1.98635167,1.74475154,4.09023138,3.86653749,2.62463808,2.13327503,2.78570661,0.95656723,3.21647845,2.27943807,2.8211993,1.12683564,1.35048859,1.52114084,2.98355558,0.73955339,0.70856416
97,1.25220558,3.88478831,6.74608376,5.26765214,4.73097882,3.7048804,3.01589542,2.92199075,3.41822342,3.05609527,1.92070465,2.8284626,1.28375362,2.16589665,2.38812595,1.09218336,3.02863313,2.68725876,2.7104865,0.51761345,0.60908708,3.93413599,1.65260222,1.2881218,3.59541463,3.54046209,2.38719193,1.87080192,2.67053545,0.86060777,2.76449299,2.17700943,2.25510321,0.86757035,1.1822107,1.21434372,2.68178482,0.2926932,0.63346058
98,1.14442186,3.41103286,6.31326249,4.60551551,4.24714221,3.3650378,2.69654326,2.69506879,3.10646311,3.05531793,1.76169405,2.48437297,1.30485233,2.03609659,2.37615921,1.05755081,2.95625722,2.41450782,2.33470691,0.43725716,0.59846985,3.46755818,1.35626598,1.07084164,3.23104063,3.36266807,2.13458985,1.5894134,2.5933917,0.74893762,2.54114959,2.22806635,2.08896287,0.88976082,1.10071185,1.12868195,2.39424397,0.13740146,0.58035481
99,1.19517498,3.41776977,6.77191938,4.70281127,4.42159368,3.52032693,2.64883423,2.97767089,3.2018852,3.44455077,1.79803928,2.32445995,1.34401465,1.85726442,2.50272684,1.12420403,3.1959913,2.60505166,2.53276153,0.64115195,0.49700305,3.46244363,1.20906728,1.07901504,3.30054961,3.508596,2.25349745,1.48246588,2.7345842,0.7147582,2.44735703,2.52733246,2.19091751,0.98108001,1.10370047,1.09108951,2.43915171,0.01818974,0.56664253
100,0.9702237,2.89572175,5.31881985,3.78360046,3.52694454,2.82127055,2.40964541,2.12493639,2.66206019,2.60404702,1.5492921,2.30082254,1.28213408,2.10399991,2.21686983,0.94331618,2.60129253,1.90181476,1.70295165,0.1152183,0.70451811,2.97365124,1.2091582,0.82861964,2.76026266,3.00333006,1.7263822,1.41173797,2.34735627,0.66886395,2.41043198,1.936437,1.79299689,0.80785377,1.00994688,1.08041969,2.03424388,0.10900106,0.53933324
101,0.87506582,2.60021361,5.20481149,3.56525469,3.36032279,2.85269774,2.24415476,1.83487844,2.43843573,2.72676712,1.62332385,2.40789054,1.37149875,2.19663318,2.57258847,0.98196967,2.62306272,1.63054116,1.46990144,-0.2310435,0.72745251,2.90392286,1.23061708,0.82142623,2.92980605,3.17170571,1.65739501,1.44374287,2.35241269,0.68052388,2.49845939,1.9457103,1.90323271,0.81776695,0.77724724,1.08280402,1.79268447,-0.07003914,0.54652649
102,1.23083586,3.89043219,6.62361669,5.14376639,4.6390034,3.61389047,2.91818273,2.80080183,3.35953295,2.96658609,1.89178692,2.76619931,1.27962739,2.12567813,2.35156936,1.03948682,2.98795404,2.67039753,2.67205227,0.50326779,0.56749812,3.86756249,1.6479528,1.23415521,3.5695528,3.507652,2.39445291,1.87937521,2.66257642,0.86596736,2.71316842,2.13965532,2.16208253,0.80010271,1.16268374,1.1628232,2.68253936,0.22537413,0.62897887
103,1.16769194,3.68169494,6.40229327,4.89400386,4.43420834,3.45993271,2.75010352,2.62000725,3.27345892,2.84668606,1.78606988,2.71259355,1.35528555,2.13836855,2.18090898,0.92542337,2.95521015,2.7474944,2.6279823,0.58959751,0.37787732,3.75071075,1.69507065,1.17317321,3.56249745,3.48520297,2.37598903,1.78437779,2.6581845,0.85514475,2.68724985,2.04867785,1.89234899,0.80636078,1.2239992,1.22887177,2.75241843,0.17318405,0.55687339
104,1.07724967,3.18346455,5.72446923,4.28936007,3.85085386,3.11596408,2.62646849,2.34166443,3.01711284,2.64843002,1.79555768,2.40650105,1.38868069,2.09557879,2.12623923,0.88753646,2.9073485,2.7549305,2.46145932,0.72457384,0.25828206,3.3530373,1.58489969,1.07057603,3.5734246,3.12845226,2.30778022,1.86081435,2.57892445,0.74413831,2.58545893,1.83203996,1.6865443,0.80184405,1.32003617,1.13685739,2.56890414,-0.04434001,0.55841715
105,0.96236444,2.93082777,5.16385854,3.69338738,3.51004952,2.8924942,2.01798162,2.19799456,2.69234445,2.48360302,1.63966534,2.06693366,1.38812034,2.15620008,2.00492822,0.83239831,2.63604452,2.49710309,2.23634147,0.4843624,0.01485301,2.91484998,1.29586231,0.98903085,3.03730254,2.61814299,1.95645562,1.52542644,2.34124451,0.63494452,2.3168328,1.68427298,1.79327674,0.90243866,1.23209516,1.25965879,2.13526909,0.03756035,0.60875438
106,1.04607415,2.78428437,4.99772799,3.56438773,3.40868583,2.88827097,1.63078233,1.98406479,2.6406126,2.75154064,1.52139351,1.98577377,1.43658042,2.25485729,2.16955447,0.97871779,2.72139426,2.23944396,2.11563533,0.5639558,-0.06694688,2.71501,1.4960232,0.96558992,2.58736836,2.83554957,1.72476186,1.43772441,2.33505452,0.78571412,2.41730795,1.89222243,1.71615374,1.33008013,0.66975592,1.4194712,1.80201136,0.10110077,0.60296675
107,1.46532755,4.43555396,7.78800322,6.57202594,5.70610279,4.48957244,3.78855675,3.71472139,4.05902738,3.50550864,2.27274459,3.5361118,1.29259143,2.50152829,2.56098719,1.37309223,3.3295809,3.10125239,3.3255347,0.68903113,0.82036905,4.76781439,2.00848807,1.76724212,4.15729485,3.9042458,2.65441277,2.18034227,2.81887888,0.97116483,3.26121389,2.27191414,2.8643488,1.13406753,1.37671679,1.53315214,3.04194382,0.72870582,0.71497967
108,1.13566305,3.15669158,4.87896325,4.21392692,3.73011417,3.11630579,2.10907343,2.11810582,2.62524943,2.20805641,1.34487077,2.08917286,1.12278685,1.82439805,1.46046419,0.92610491,2.30302167,2.33214718,2.7339617,0.64783888,0.5480983,3.44969317,1.46695937,1.33580442,2.69003135,2.40293032,1.7471028,1.55923854,1.8982963,0.71420573,2.30891091,1.82345282,2.47014404,1.63250195,1.34583505,1.57958318,2.84585771,1.67918237,0.44072967
109,1.01598948,2.99560354,4.15715791,3.63422042,3.18183337,2.69663931,1.70887914,1.84644671,2.47703197,2.14740383,1.12991578,1.83133249,0.89897486,1.25860941,0.99068531,0.84739955,2.25801498,2.25330964,2.51220179,0.66116041,0.52935981,2.94610431,1.31388045,0.99141677,1.86707116,2.18753019,1.54505189,1.32548834,1.71272122,0.77257237,1.94764479,1.82681366,2.11969662,1.05699341,0.53182072,1.00773134,2.88832332,1.42321363,0.55380982
110,1.03697792,3.06636033,4.24891275,3.71670096,3.24340499,2.75151806,1.74674147,1.88389801,2.52546212,2.19694058,1.15908637,1.87439062,0.90038132,1.26790605,1.01716559,0.86269384,2.2955028,2.28890907,2.57357715,0.67936009,0.55892604,3.014062,1.33435422,1.00394884,1.90435279,2.24002084,1.58948764,1.35404654,1.74312137,0.79514134,1.98471387,1.87189239,2.1703178,1.04771526,0.51673041,1.00046312,2.94345998,1.4538211,0.56396021
111,0.90943016,2.34704463,3.13581277,2.37369307,2.29321139,2.21195603,0.74197107,1.29337941,1.79706352,2.55556924,0.88073286,1.36904249,1.26543404,1.18363086,0.78117258,0.52611887,1.61120339,1.96043395,2.02600417,0.38343709,0.50639951,2.33868586,0.72170313,0.67611829,1.57569163,1.24148771,1.10043364,0.94678295,1.18859091,0.80381831,1.50661185,1.47142946,1.64868311,0.72400743,0.00068723,0.52880591,2.7648741,1.17892547,0.72044594
112,0.97077016,2.35904874,2.96118161,2.29668848,2.21073935,2.10701814,0.58388693,1.31178867,1.70162239,2.78602791,0.92511703,1.33754126,1.26871963,1.33053033,0.96892626,0.53626212,1.49998735,1.82198437,1.9701005,0.35606581,0.45654992,2.31395513,0.55395697,0.55318728,1.52209656,0.99026606,1.07140861,1.0236919,1.11674663,0.8219837,1.40817632,1.41705484,1.57881919,0.67073237,-0.15019411,0.6328497,2.53308587,1.20327307,0.70442598
113,0.99813182,2.39879709,2.95061423,2.39979619,2.20838139,2.17147577,0.46518688,1.44982691,1.64153117,2.84269113,0.9572298,1.36004798,1.4802359,1.36185808,0.80441603,0.26268482,1.36914153,1.65871046,1.71801418,0.11496748,0.19889036,2.20482147,0.38819368,0.48817098,1.36052475,0.66970354,0.98042448,0.84820839,1.23185653,0.70597621,1.38169612,1.24714687,1.53145532,0.69909362,-0.29189489,0.72845886,2.42303418,1.19367324,0.64506628
114,0.40119751,1.11428947,1.31270671,1.13184925,1.22263047,1.0048759,0.45434788,0.70355602,1.15938854,0.87143904,0.237072,0.56034637,0.68745628,0.58156559,-0.03658901,0.40610969,1.29311091,1.30851965,0.81558092,0.22047648,-0.21842282,0.86385536,0.68548194,0.40890899,0.29325602,0.7161946,0.28394585,0.43299189,0.8125836,0.25912013,0.74350482,0.7118949,0.58811805,0.8327757,0.26344777,0.73657066,1.5549173,0.46237606,0.39141781
115,0.26588886,0.58221519,0.38682301,0.5287758,0.76410311,0.46139987,0.24174369,0.5843034,0.88935306,0.46400235,-0.02581361,0.24140564,0.75260912,0.4628923,-0.30983078,0.29203221,1.05361429,0.99151688,0.30857399,0.10587552,-0.39909433,0.36478241,0.39392723,0.31685116,-0.23837993,0.12454411,-0.01903108,0.36093748,0.55528073,0.04759774,0.51862894,0.46656716,0.24111809,0.56344442,0.31694296,0.30406473,1.29492868,0.3736595,0.48803608
116,0.20182512,0.32800526,0.10416278,0.24743225,0.44535272,0.17527577,0.27611444,0.51649705,0.64380277,0.11534804,-0.1290726,0.21014533,0.71083266,0.32969654,-0.47940386,0.0517925,0.81889652,0.92036907,0.14480157,0.13186001,-0.43944892,0.04018751,0.10698756,0.11264523,-0.32719529,-0.0259594,-0.15807258,0.26467719,0.46037356,-0.01616315,0.28361129,0.3338136,0.07529913,0.55545857,0.41435343,0.13708822,1.17983659,0.13768675,0.56187745
117,1.03505861,2.77790429,4.19871138,3.53296415,3.30787446,2.77140297,1.67986648,1.65507101,2.19731358,1.94268309,1.26992277,1.82405556,1.22480322,1.82485244,1.33589731,0.76875353,2.08326878,2.17454488,2.45791527,0.60142844,0.43559843,3.07435033,1.21053403,1.1442203,2.71577645,1.92926224,1.52647622,1.43965702,1.78470332,0.64074259,2.14028265,1.50783674,2.29132877,1.77649102,1.74820656,1.56977787,2.71924113,1.5708205,0.29056747
118,1.11802558,2.68085435,3.99760115,3.40931162,3.44276896,2.57772331,1.46979504,1.29218027,1.86865204,2.19455021,1.38294205,1.3210576,1.5433434,1.64201355,1.16987623,0.69300376,2.4167921,2.33702912,2.070108,1.08810075,0.42911727,2.80534938,0.96383211,0.79623267,2.85364871,1.67809707,1.76973236,1.75316543,2.15106157,0.87321561,2.35581747,1.23777999,1.73620922,2.1248897,0.58052731,2.25458058,3.36935717,2.10516447,0.13721533
