"Species","cor_iso_1","cor_iso_2","cor_iso_3","cor_iso_4","cor_iso_5","cor_iso_6","cor_iso_7","cor_iso_8","cor_modules_1","cor_modules_2","cor_modules_3","cor_modules_4","cor_modules_5","cor_modules_6","cor_modules_7","cor_modules_8"
"Macaca_cyclopis",0.862612332616601,0.198745367675664,0.121655193009394,0.0828864733387224,0.0203483766109935,0.112081159115807,0.0412071641541564,0.149382539894865,0.247050313404566,0.298776884825605,0.384480144625911,0.207421124545552,0.172510026583044,0.100380891320974,0.0160175559542116,0.0779994271209676
"Macaca_fascicularis",0.916569862500704,0.1025855552447,0.0425894093753406,0.0128128653574753,0.0534189320828313,0.121473152337605,0.0266923975582205,0.0924330562732107,0.128379505931299,0.381391144224107,0.336055631870722,0.04723081256633,0.166297234306658,0.286982779348965,0.112794262050629,0.210525019757356
"Macaca_fuscata",0.864229580556252,0.303110812364952,0.0318847904870213,0.0173897033534816,0.0497559268800537,0.046449708861034,0.0741403273491209,0.102158060451718,0.149480019840122,0.350061724647897,0.38901395634216,0.349703449786867,0.0674806222270612,0.00848776211538762,0.227628283574356,0.055017739486379
"Macaca_mulatta",0.904777781296752,0.0685812285313628,0.109813208225609,0.04189034750428,0.105586670837611,0.0204818413168195,0.121328772224933,0.0721702712761717,0.0872313771440671,0.283202846098357,0.472165088672354,0.21290057524634,0.121308364592876,0.037147497465724,0.0669795104751896,0.150278092933427
"Macaca_nemestrina",0.834219158719861,0.183186794763649,0.163683733065194,0.0043932735201534,0.000999147103400324,0.169918875401465,0.144691690884001,0.095661361181956,0.281912568500724,0.339231112191742,0.309755644049237,0.066503927597423,0.20097441253843,0.22298493161628,0.0510580846949193,0.0775040838378306
"Macaca_nigra",0.836592029382737,0.211864262165383,0.144672091125481,0.053758982660776,0.0225574285226957,0.100616429030279,0.079149195899506,0.15386639243298,0.236254167884024,0.42849645562565,0.00590949963935592,0.0147961324003666,0.0744057810820612,0.0156567786497379,0.289884536675207,0.336268144646347
"Macaca_sylvanus",0.87937966840237,0.00712596071447551,0.0782257701215492,0.0406191662169376,0.1047034022357,0.0111962589233657,0.16442627123405,0.0259849222042645,0.165551650187455,0.0949917679139895,0.432065016681882,0.326005765486012,0.0304715896575736,0.00758088523878223,0.456630181636307,0.0523039813048123
"Mandrillus_leucophaeus",0.800155039878779,0.245199056765624,0.0423443959389951,0.0883200300334343,0.23046658748806,0.165331304916777,0.0544271198412564,0.00159123964186974,0.301532532474718,0.262991606410646,0.252232485613829,0.0265628531470557,0.141393305918953,0.139852823284335,0.106817211726286,0.121297105044019
"Mandrillus_sphinx",0.658632594758103,0.45910937715073,0.1035806303732,0.0554944746536134,0.14181205723225,0.0553835689327596,0.00705310399385298,0.365971189918167,0.400178113013714,0.213623324307803,0.00768636528599084,0.0589154562400713,0.0172369645086289,0.0406557990503676,0.0842397688117605,0.423314869426114
"Pan_paniscus",0.251845621716037,0.71058371562131,0.0330207223371738,0.405263471874096,0.201153075521142,0.0158374414500939,0.205919526955582,0.0754125546043856,0.0378937034979864,0.221711930928609,0.0792632600020658,0.440934740348862,0.0136868965355694,0.118253696739823,0.0699501750223365,0.18262586819462
"Pan_troglodytes",0.824561599748625,0.32466402803512,0.174005194974187,0.0461338704436463,0.0294129083800607,0.196492646180794,0.0579878876752746,0.0379074875874299,0.259597594903483,0.284762967116717,0.243369219492435,0.0244513876612614,0.23114395235562,0.421853060253166,0.0217920718534327,0.0644028672319924
"Papio_hamadryas",0.798979078713442,0.202345857906025,0.105574662144011,0.115405320793617,0.0402052085007093,0.161463072734295,0.362405308869421,0.094680992765841,0.297174986708703,0.279230730365491,0.0740498723016713,0.123697918038655,0.130178455641097,0.12132735244109,0.225247834809661,0.282539249850965
"Pithecia_pithecia",0.86185219305347,0.0485475488695858,0.133502594739494,0.0629385349843127,0.12143358553968,0.110492545927625,0.0231962352269844,0.102415341912637,0.126549021632606,0.366486066697756,0.0469122023416977,0.222073414486464,0.355410330958282,0.0693739713833591,0.430516145877841,0.106077969766982
"Pongo_pygmaeus",0.904689762945614,0.0808801301278246,0.0827790469428655,0.0525459883682044,0.0114531395782629,0.0949995019672088,0.160211156062835,0.0314614873521731,0.0938661486847684,0.108432195677668,0.472252257300866,0.147910433361187,0.0279235975836234,0.0534915909810477,0.153612853865311,0.258888915706745
"Presbytis_melalophos",0.445619118276956,0.639529958114331,0.230923420522862,0.314596261908768,0.110447946025334,0.03135739652335,0.0719536543017214,0.0417501859953468,0.179254131503901,0.362759339497932,0.349961678156744,0.261721101228482,0.131815418689886,0.0897976947043866,0.129025723802388,0.0919837952795828
"Presbytis_rubicunda",0.569705747476209,0.403719332303487,0.317424046703149,0.284173515180905,0.166261184673731,0.0760691912071864,0.0190880422719964,0.208847811954152,0.0981464791960745,0.408801026716723,0.0651338119114738,0.148039526530733,0.185527234425859,0.0264325624988222,0.294883230241891,0.115617409467203
"Procolobus_verus",0.914369877142195,0.0169949011907017,0.0480340072822628,0.103329121921237,0.0677803679394555,0.0146010109880823,0.0850637392296387,0.0866841490726317,0.061081130014158,0.0873997217716429,0.114625251100884,0.0871207146650663,0.0149960792195092,0.105121720434223,0.430634966142779,0.204418013638758
"Saguinus_geoffroyi",0.623342403040233,0.463335958504727,0.153212503962385,0.319998888005078,0.0978722376057484,0.204488833730148,0.0878057033940371,0.0816082146285378,0.0131181585517196,0.128250771856604,0.377285124875103,0.234164425735827,0.360631766659027,0.110979097118582,0.154036129518829,0.206759401333207
"Saguinus_midas",0.852173849704213,0.00362810006290406,0.104469499508049,0.120022154890967,0.134253471010324,0.104388053720818,0.115733159782614,0.0635577887919252,0.0718062203170878,0.428991686409209,0.0436665362231194,0.0277650070559107,0.215675404799863,0.188962255947506,0.0408625940729322,0.0873408455466299
"Saguinus_mystax",0.756819646291221,0.312253998397452,0.259587156430621,0.0549912506092206,0.0137296109617929,0.11674760762692,0.203837686428206,0.213886288370479,0.0889080908043258,0.0625352663868189,0.0880703680782428,0.22412540257599,0.00443465554493077,0.1321124914583,0.0817214787724474,0.394902232798478
"Saguinus_oedipus",0.401550952367055,0.752936819536299,0.146577225334426,0.065149497858163,0.084248662472822,0.221568308297817,0.0290548982756135,0.116351188871922,0.0239764936207923,0.150229491009389,0.0422711271808537,0.177526492818229,0.110547820955136,0.456817656963777,0.321246379587454,0.135655783136666
"Saimiri_oerstedii",0.782559290986396,0.30281282433827,0.0299795095819466,0.0575296286856745,0.146587816139122,0.203962385565207,0.170071855420207,0.00567173869987482,0.0279172871054384,0.299306970524383,0.43498801089323,0.0270496773936664,0.0207011746898844,0.130184351199892,0.0898459968738262,0.174052803315992
