"","formula","AICc","R2","deltaAICc","weight"
"1101","normas ~ integration + nmds1 + clima + cvn",18.5367882816394,0.388266141542539,30.2197648051515,2.00716950527782e-08
"1102","normas ~ nmds2 + clima + cvn + mating + prop",18.5752526724607,0.418728262385514,30.2582291959729,1.96893606410229e-08
"1103","normas ~ nmds1 + nmds2 + cvn + prop",18.5926022275671,0.387261102706775,30.2755787510793,1.95192985093338e-08
"1104","normas ~ nmds1 + clima + cvn + mating + prop",18.5982169579439,0.418335527119024,30.2811934814561,1.94645775569842e-08
"1105","normas ~ nmds1 + clima + cvn + social",18.6275675090331,0.3866306436418,30.3105440325453,1.91810152842866e-08
"1106","normas ~ nmds1 + cvn + prop + aggression",18.6436931311632,0.386339663983111,30.3266696546754,1.90269841783144e-08
"1107","normas ~ clima + cvn + social + mating + prop",18.6461186333173,0.417515458310816,30.3290951568295,1.90039231692175e-08
"1108","normas ~ nmds1 + cvn + prop + dominance",18.6471687550194,0.386276929820706,30.3301452785316,1.89939475722724e-08
"1109","normas ~ nmds1 + nmds2 + clima + cvn",18.6822646731027,0.385643097610559,30.3652411966149,1.86635499385657e-08
"1110","normas ~ nmds1 + clima + cvn + dominance",18.6833359735384,0.385623739634493,30.3663124970506,1.86535554809806e-08
"1111","normas ~ nmds1 + clima + cvn + aggression",18.6863758383174,0.385568807156629,30.3693523618296,1.86252248735835e-08
"1112","normas ~ clima + cvn + mating + prop + dominance",18.6991217950668,0.416606705384005,30.382098318579,1.85069041464229e-08
"1113","normas ~ integration + nmds2 + cvn",18.7127558738026,0.35525681801248,30.3957323973148,1.83811709034352e-08
"1114","normas ~ integration + nmds1 + cvn + prop",18.7162192597544,0.385029254836103,30.3991957832666,1.83493679033563e-08
"1115","normas ~ nmds2 + clima + cvn",18.7218001428725,0.355085288410586,30.4047766663846,1.82982364374389e-08
"1116","normas ~ nmds1 + cvn + social + prop",18.7374257616378,0.384645565241994,30.42040228515,1.81558328146529e-08
"1117","normas ~ nmds2 + cvn + prop + aggression",18.7952028494154,0.383598988397597,30.4781793729275,1.7638840769301e-08
"1118","normas ~ clima + cvn + mating + prop + aggression",18.837820361519,0.414221967706099,30.5207968850311,1.72669552942604e-08
"1119","normas ~ integration + clima + cvn + mating + prop",18.8409870585299,0.414167406884588,30.5239635820421,1.72396373190461e-08
"1120","normas ~ integration + cvn + dominance",18.8561179053399,0.35253249927458,30.539094428852,1.71097042823304e-08
"1121","normas ~ integration + clima + cvn",18.8975738909331,0.351742564750701,30.5805504144453,1.6758704779938e-08
"1122","normas ~ cvn + prop + dominance + aggression",18.908676153403,0.381538344032962,30.5916526769152,1.66659327434825e-08
"1123","normas ~ integration + cvn + prop + aggression",18.9402274184395,0.380964158610621,30.6232039419517,1.64050800806793e-08
"1124","normas ~ cvn + social + prop + aggression",18.9528405002188,0.38073447043003,30.635817023731,1.63019463228066e-08
"1125","normas ~ nmds2 + cvn + social + prop",18.9611098216344,0.380583837238928,30.6440863451465,1.62346824583395e-08
"1126","normas ~ nmds2 + cvn + prop + dominance",18.9824298202627,0.380195305090104,30.6654063437748,1.60625399043453e-08
"1127","normas ~ integration + nmds2 + cvn + prop",19.0504264336171,0.378954517124695,30.7334029571292,1.55256196535067e-08
"1128","normas ~ integration + cvn + social + prop",19.1746818706273,0.376680709527296,30.8576583941395,1.45904006359953e-08
"1129","normas ~ cvn + social + prop + dominance",19.1849156448097,0.376493066322499,30.8678921683219,1.45159338847821e-08
"1130","normas ~ nmds1 + clima + cvn + social + mating",19.2634263934011,0.406843214503927,30.9464029169133,1.39571449563938e-08
"1131","normas ~ integration + cvn + prop + dominance",19.3295744567645,0.373834598047478,31.0125509802767,1.35030762346392e-08
"1132","normas ~ nmds1 + nmds2 + clima + cvn + mating",19.3916547258233,0.404601946498785,31.0746312493355,1.30903771841948e-08
"1133","normas ~ nmds1 + clima + cvn + social + prop",19.5111796180307,0.40250517818261,31.1941561415429,1.23309818882056e-08
"1134","normas ~ clima + cvn + social + mating + dominance",19.5563748881344,0.40171041654696,31.2393514116465,1.20554557044972e-08
"1135","normas ~ nmds1 + clima + cvn + prop + dominance",19.5662984754867,0.401535768150769,31.2492749989988,1.19957871745038e-08
"1136","normas ~ nmds1 + cvn + social + mating + prop",19.5963873306692,0.401005913039145,31.2793638541814,1.18166681727749e-08
"1137","normas ~ nmds2 + cvn + social + mating + prop",19.6225007478004,0.400545683899132,31.3054772713126,1.16633842496005e-08
"1138","normas ~ nmds1 + nmds2 + clima + cvn + prop",19.6344488948044,0.400334988989599,31.3174254183166,1.15939140514593e-08
"1139","normas ~ integration + nmds1 + clima + cvn + prop",19.6348334667407,0.400328206176698,31.3178099902529,1.15916849187937e-08
"1140","normas ~ cvn + social + mating + prop + aggression",19.6444580968994,0.400158428640915,31.3274346204116,1.15360360859174e-08
"1141","normas ~ nmds1 + clima + cvn + prop + aggression",19.6470412763902,0.400112853425957,31.3300177999024,1.15211458780961e-08
"1142","normas ~ nmds1 + cvn + dominance + aggression",19.6813773450124,0.367321939004202,31.3643538685246,1.13250386548461e-08
"1143","normas ~ cvn + social + mating + prop + dominance",19.6838787828656,0.399462549829928,31.3668553063778,1.1310883068831e-08
"1144","normas ~ integration + cvn + social + mating + prop",19.6900574962657,0.399353406125096,31.3730340197779,1.12759936371375e-08
"1145","normas ~ nmds1 + clima + cvn + mating + aggression",19.7326900647955,0.398599783532396,31.4156665883077,1.10381750606003e-08
"1146","normas ~ integration + nmds1 + clima + cvn + mating",19.74244888533,0.398427142381556,31.4254254088421,1.09844464644107e-08
"1147","normas ~ nmds2 + clima + cvn + social + mating",19.7624289252942,0.398073525262946,31.4454054488064,1.08752579306434e-08
"1148","normas ~ nmds2 + cvn + mating + prop + dominance",19.7986393403235,0.397432124730717,31.4816158638356,1.06801308671899e-08
"1149","normas ~ integration + nmds1 + cvn + dominance",19.8008993565262,0.36509393829703,31.4838758800384,1.06680690490459e-08
"1150","normas ~ integration + nmds1 + nmds2 + cvn",19.8262284269549,0.364620774414408,31.5092049504671,1.05338148408981e-08
"1151","normas ~ integration + nmds1 + cvn + aggression",19.8469234095017,0.364233916632481,31.5298999330139,1.04253782744972e-08
"1152","normas ~ nmds1 + cvn + mating + prop + dominance",19.8520392470775,0.396484996789405,31.5350157705896,1.03987450808331e-08
"1153","normas ~ integration + nmds2 + clima + cvn + mating",19.8566103900339,0.396403851530135,31.5395869135461,1.03750051456608e-08
"1154","normas ~ integration + nmds2 + cvn + mating + prop",19.8601331652452,0.396341309068102,31.5431096887574,1.03567468248991e-08
"1155","normas ~ nmds1 + clima + cvn + mating + dominance",19.8664355342776,0.396229402230807,31.5494120577897,1.03241621717575e-08
"1156","normas ~ nmds2 + cvn + mating + prop + aggression",19.8676064821718,0.396208608228327,31.550583005684,1.03181194128916e-08
"1157","normas ~ integration + cvn + mating + prop + dominance",19.8748622436486,0.396079742527938,31.5578387671608,1.02807543252397e-08
"1158","normas ~ nmds1 + nmds2 + cvn + mating + prop",19.8758623842176,0.396061977409299,31.5588389077298,1.02756145107407e-08
"1159","normas ~ cvn + mating + prop + dominance + aggression",19.9007712755995,0.395619361572009,31.5837477991117,1.01484310714762e-08
"1160","normas ~ nmds2 + clima + cvn + mating + dominance",19.9030999729497,0.395577965460532,31.5860764964619,1.01366216356882e-08
"1161","normas ~ integration + cvn + mating + prop + aggression",19.9031336064081,0.395577367554255,31.5861101299203,1.01364511723004e-08
"1162","normas ~ nmds1 + nmds2 + cvn + dominance",19.9068564863724,0.363112239560415,31.5898330098846,1.0117600327113e-08
