"" "ISPM" "ISNSL" "ISPNS" "PMZS" "PMZI" "PMMT" "NSLNA" "NSLZS" "NSLZI" "NABR" "NAFM" "NAPNS" "BRPT" "BRAPET" "PTFM" "PTAPET" "PTBA" "PTEAM" "PTZYGO" "PTTSP" "FMZS" "FMMT" "ZSZI" "ZIMT" "ZIZYGO" "ZITSP" "MTPNS" "PNSAPET" "APETBA" "APETTS" "BAEAM" "EAMZYGO" "ZYGOTSP" "LDAS" "BRLD" "OPILD" "PTAS" "JPAS" "BAOPI"
"ISPM" 0.548220193779907 0.736214017816384 0.688949732695716 0.771812721138542 0.563892715600709 0.693492844975239 0.743195879715316 0.47862254873946 0.410490762095785 0.274170295248929 0.151269476245153 0.712184646646568 0.410785607444519 0.659765443652166 0.289704506364524 0.291702187272453 0.670286675536892 0.386997225054978 0.322290899187622 0.132335890261819 0.0467672711325498 0.689714559491302 0.0329645630998 0.203593426338567 0.253292034555664 0.277921656926623 0.138592088943459 0.879343951698203 0.246112635516209 0.0243938775068679 0.473153324095528 0.308872570512613 0.293171917942751 0.0957240763543691 0.305915549952712 0.398487065020006 0.728119012144571 0.446855236445713 0.185633394857741
"ISNSL" 0.736214017816384 4.05603307384871 1.52669219568753 2.89099685284898 2.03879796365506 1.38281754216695 1.05823644857134 0.635183860919584 1.28886452352572 1.01012280840121 0.829877534430456 1.43913210378923 0.520686888191532 0.924828600022734 1.57158059595117 0.41724835212285 0.431656611094009 0.293512072487121 1.17910053313341 0.434322611786345 0.684817082612501 1.90422188899454 0.414853802119333 0.0494364985858887 0.707919832586251 1.17182946324481 0.680169216220375 2.73440818771912 0.130468706693778 0.271145598202203 1.0378712465575 0.886269230728375 1.06031173143054 -0.157935325462193 0.666416535646026 -0.190926960766679 1.07594376236548 1.04488523039006 0.213541571165625
"ISPNS" 0.688949732695716 1.52669219568753 5.95331293734078 3.00354993115643 2.12291395920607 1.77060625300496 1.56006084567314 1.82913847233615 1.13381694076778 1.30702426990475 0.971526286636734 2.03268886425799 0.690984662107275 3.04283285969122 1.76076463666807 1.15489345561387 1.88956977063603 0.520818852128776 1.8388994575465 0.533211424830512 0.565730771174892 2.39132310925467 0.376788956623346 0.188433813933135 1.22405397950464 3.37687145819529 1.4168563719591 -0.23363434065175 1.23344698314287 -0.348866311177221 2.00175953504852 0.889811278844099 2.0465094485185 1.09939146611291 1.73445183283069 0.97295556153659 1.09701045144507 1.07407579309717 0.78623030456005
"PMZS" 0.771812721138542 2.89099685284898 3.00354993115643 4.50104477481649 2.99692966264605 1.74183764206856 2.26047980057398 2.16918470983041 1.87856317824541 0.865250557841665 1.19624436161097 1.82330045856732 -0.117880513480376 1.76767914449528 1.8063773051188 1.37233931474957 1.87940003741228 1.50409462096869 2.40534777026869 0.750145254513016 -0.03003321824185 2.59686792456633 0.874070638649278 -0.0910375352846007 1.04273836565751 2.63010282477845 1.36037384471672 2.61656988445527 0.982724704217569 0.559971700015745 1.79393139508198 1.24082472513983 1.98266850170233 0.270437607974207 1.47804348423483 0.633346375485612 1.96452312209434 1.44564046520006 0.45735617387569
"PMZI" 0.563892715600709 2.03879796365506 2.12291395920607 2.99692966264605 3.17337523611944 1.65738670060836 1.95657698619479 1.28716524101924 1.91586617310351 -0.157398299053206 1.0553364508126 1.56959777606332 -0.561068985671924 0.723086735981244 0.963318825255125 1.31937792037296 1.37279959312147 1.16267149413668 1.91057433341303 0.809746867818361 0.459163167128811 1.75337854090085 0.924004929535085 -0.181476398129188 0.191021617179931 1.59169214268506 0.79841256837607 2.40858911768133 0.232443527070068 0.217330349395375 0.836744870074705 0.756078079522094 1.41924743642133 0.123997586864617 1.21164283787338 0.20550836803228 1.11832487356572 0.8385892011105 0.251625851821655
"PMMT" 0.693492844975239 1.38281754216695 1.77060625300496 1.74183764206856 1.65738670060836 2.44524906018722 1.03299598128011 1.19044406339967 1.51347317129417 1.29854086783924 0.964197033738135 1.59926873078048 1.4046899387137 1.79745995072151 0.925497958638423 0.537498823469456 1.35195935426227 0.531248780006867 0.670717438695028 0.458584741672493 0.44131840902106 1.69302604170642 0.435806965732415 1.23168694291459 0.796530834257072 1.4137527760859 0.353007838497247 1.73865966976487 0.874040181239902 0.164035816518064 1.35754735656999 1.21298583449759 0.601674733404037 0.738750386794239 0.870607412463848 0.959191350712206 1.55888291442367 1.3474687527906 0.481436415237627
"NSLNA" 0.743195879715316 1.05823644857134 1.56006084567314 2.26047980057398 1.95657698619479 1.03299598128011 3.91737500728494 1.08878744832774 1.32051086342015 -0.830350545970669 -0.0567868397328438 1.79643197566693 -0.397923521447285 0.817605080308339 0.203180852078417 1.09095981271682 1.85189507753538 1.516772528701 1.62162216486994 0.352895420632584 0.26168724922004 1.11573081530609 0.764007532060026 -0.0226542192941456 0.289885598647042 1.74683124506057 0.60741842054997 1.7833756396269 0.859138258168856 0.129562418542916 0.81172945469533 0.515116691963675 1.39446526663433 0.117961451608917 0.559417778538764 0.616298836929628 1.6103004189634 0.55765107027473 0.214742711344184
"NSLZS" 0.47862254873946 0.635183860919584 1.82913847233615 2.16918470983041 1.28716524101924 1.19044406339967 1.08878744832774 2.9029493101784 1.59353329251604 0.373325842108123 1.37291690585891 1.34256423812418 0.743837659185629 1.96405991812963 0.963758164370368 1.48651901899974 2.13300964741615 1.11962470279234 1.39299712858672 0.607926005423795 -0.855679222143275 1.54583130564317 0.188393609055972 0.506430339862587 0.672891667197947 1.64698094295933 0.938121568355261 0.920689756054903 0.94204319884754 0.42635298270339 1.71948733758189 1.28573436736501 1.10938152023542 0.970450984726184 1.9463324806913 0.877179171805127 1.48129827586687 1.45240918296309 0.476160615519161
"NSLZI" 0.410490762095785 1.28886452352572 1.13381694076778 1.87856317824541 1.91586617310351 1.51347317129417 1.32051086342015 1.59353329251604 2.57079520027684 0.796376546684499 1.38950563249267 1.62727466080894 0.832240628325245 1.5296302431745 0.784084727430177 1.08698702822945 1.74694083440907 1.228071880522 1.5254687441698 0.821666665441842 0.190681816794818 1.61560195665983 1.26055479574683 0.749455709316623 0.473776312876193 1.54536629496436 0.677590956887293 1.58022174214893 0.976064479213474 0.296559244802597 1.28784513794907 0.969211144680492 0.987666947604276 0.78409731757201 1.51144323229383 0.42403363512838 1.834503177878 1.20105893997158 0.490239560973909
"NABR" 0.274170295248929 1.01012280840121 1.30702426990475 0.865250557841665 -0.157398299053206 1.29854086783924 -0.830350545970669 0.373325842108123 0.796376546684499 7.45509587879899 1.34201715822437 0.712269146526646 4.55056679977693 4.18450931467852 2.07588302972455 0.247100605412386 1.68964107969184 0.383640678365307 0.541141728606379 0.929762477496236 0.546255948668952 1.53551371447909 0.620959869783078 1.13467272373098 1.24170799363558 2.55162111330448 0.613461166591756 0.381261639802699 2.01344171197252 0.180295655650757 2.2969587857977 1.56310028657468 0.239300548497121 1.72411967178807 0.010374026643517 1.01616686453872 1.71049473819 1.29987841079591 1.13713482479063
